champion,position,0,rank
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Aatrox,TOP,,bronze
Renekton,TOP,,bronze
Aatrox,TOP,,bronze
Aatrox,TOP,,bronze
Aatrox,TOP,,bronze
Aatrox,TOP,,bronze
Yorick,TOP,,bronze
Aatrox,TOP,,bronze
Mordekaiser,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Mordekaiser,TOP,,bronze
,,,bronze
Mordekaiser,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Draven,BOTTOM,,bronze
Draven,BOTTOM,,bronze
Draven,BOTTOM,,bronze
,,,bronze
,,,bronze
Camille,TOP,,bronze
Sion,MIDDLE,,bronze
AurelionSol,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Garen,MIDDLE,,bronze
Lux,MIDDLE,,bronze
Garen,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Irelia,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Kindred,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Fiora,TOP,,bronze
Garen,TOP,,bronze
Illaoi,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Lux,UTILITY,,bronze
Lux,UTILITY,,bronze
Blitzcrank,UTILITY,,bronze
Thresh,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Lux,UTILITY,,bronze
Lux,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Karma,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Zoe,MIDDLE,,bronze
Sylas,MIDDLE,,bronze
Sylas,MIDDLE,,bronze
Zoe,MIDDLE,,bronze
Zoe,MIDDLE,,bronze
Karma,UTILITY,,bronze
Alistar,UTILITY,,bronze
Blitzcrank,UTILITY,,bronze
Braum,UTILITY,,bronze
Janna,UTILITY,,bronze
Karma,UTILITY,,bronze
Karma,UTILITY,,bronze
Karma,UTILITY,,bronze
Karma,UTILITY,,bronze
Karma,UTILITY,,bronze
Karma,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
Shen,UTILITY,,bronze
Yorick,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Yorick,TOP,,bronze
Diana,MIDDLE,,bronze
Katarina,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Vex,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
Vex,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Senna,UTILITY,,bronze
Kaisa,BOTTOM,,bronze
Ziggs,BOTTOM,,bronze
MissFortune,BOTTOM,,bronze
Kaisa,BOTTOM,,bronze
Jhin,BOTTOM,,bronze
Viego,JUNGLE,,bronze
Ezreal,BOTTOM,,bronze
,,,bronze
Draven,BOTTOM,,bronze
Vayne,BOTTOM,,bronze
Vayne,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
,,,bronze
,,,bronze
Vayne,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
,,,bronze
Vayne,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Sett,BOTTOM,,bronze
Jhin,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Jhin,BOTTOM,,bronze
Illaoi,BOTTOM,,bronze
Gangplank,MIDDLE,,bronze
Gangplank,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Gangplank,MIDDLE,,bronze
Vex,MIDDLE,,bronze
Gangplank,MIDDLE,,bronze
Lulu,UTILITY,,bronze
Bard,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Lulu,UTILITY,,bronze
Nautilus,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Caitlyn,BOTTOM,,bronze
Kaisa,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
Jinx,BOTTOM,,bronze
Sivir,BOTTOM,,bronze
Xayah,BOTTOM,,bronze
Jhin,BOTTOM,,bronze
LeeSin,JUNGLE,,bronze
,,,bronze
,,,bronze
Veigar,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Pantheon,MIDDLE,,bronze
MasterYi,JUNGLE,,bronze
Veigar,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Veigar,MIDDLE,,bronze
Jayce,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
Graves,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Yone,MIDDLE,,bronze
Fiora,TOP,,bronze
Viego,JUNGLE,,bronze
Graves,JUNGLE,,bronze
Graves,JUNGLE,,bronze
JarvanIV,JUNGLE,,bronze
Sylas,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Maokai,JUNGLE,,bronze
Gragas,TOP,,bronze
Nunu,MIDDLE,,bronze
Graves,JUNGLE,,bronze
Neeko,MIDDLE,,bronze
Neeko,MIDDLE,,bronze
Gwen,JUNGLE,,bronze
Annie,MIDDLE,,bronze
Neeko,MIDDLE,,bronze
Neeko,MIDDLE,,bronze
Neeko,MIDDLE,,bronze
Neeko,MIDDLE,,bronze
Diana,JUNGLE,,bronze
Diana,JUNGLE,,bronze
Nunu,JUNGLE,,bronze
Kindred,JUNGLE,,bronze
Kindred,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
Kindred,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Kindred,JUNGLE,,bronze
Kindred,JUNGLE,,bronze
,,,bronze
Seraphine,UTILITY,,bronze
Nami,UTILITY,,bronze
Diana,JUNGLE,,bronze
Nami,UTILITY,,bronze
,,,bronze
Nami,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
Ekko,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Elise,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Kindred,JUNGLE,,bronze
Rammus,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Amumu,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
Amumu,JUNGLE,,bronze
Sejuani,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Pyke,UTILITY,,bronze
Pyke,UTILITY,,bronze
Pyke,UTILITY,,bronze
Pyke,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Tristana,BOTTOM,,bronze
Draven,BOTTOM,,bronze
Draven,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Veigar,MIDDLE,,bronze
,,,bronze
,,,bronze
Sylas,MIDDLE,,bronze
Sylas,MIDDLE,,bronze
Briar,JUNGLE,,bronze
Khazix,JUNGLE,,bronze
Khazix,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
,,,bronze
Xayah,BOTTOM,,bronze
,,,bronze
,,,bronze
Xayah,BOTTOM,,bronze
Ashe,BOTTOM,,bronze
Aphelios,BOTTOM,,bronze
Kaisa,BOTTOM,,bronze
Kaisa,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Caitlyn,BOTTOM,,bronze
AurelionSol,MIDDLE,,bronze
AurelionSol,MIDDLE,,bronze
AurelionSol,MIDDLE,,bronze
AurelionSol,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Jinx,BOTTOM,,bronze
,,,bronze
Caitlyn,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
MissFortune,BOTTOM,,bronze
,,,bronze
Caitlyn,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
,,,bronze
Shyvana,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Diana,JUNGLE,,bronze
Nocturne,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Briar,JUNGLE,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Jhin,BOTTOM,,bronze
,,,bronze
Ezreal,BOTTOM,,bronze
Shaco,JUNGLE,,bronze
Yasuo,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
Ryze,MIDDLE,,bronze
Tryndamere,TOP,,bronze
Ryze,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
,,,bronze
Udyr,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Garen,TOP,,bronze
Jax,TOP,,bronze
Jayce,MIDDLE,,bronze
Jax,TOP,,bronze
Jax,TOP,,bronze
Garen,TOP,,bronze
Jax,TOP,,bronze
Jax,TOP,,bronze
Jax,TOP,,bronze
Jax,TOP,,bronze
Graves,JUNGLE,,bronze
Graves,JUNGLE,,bronze
Karthus,JUNGLE,,bronze
XinZhao,JUNGLE,,bronze
Karthus,JUNGLE,,bronze
Karthus,JUNGLE,,bronze
LeeSin,JUNGLE,,bronze
Nidalee,JUNGLE,,bronze
FiddleSticks,JUNGLE,,bronze
FiddleSticks,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
,,,bronze
Khazix,JUNGLE,,bronze
Jax,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
MasterYi,JUNGLE,,bronze
Ashe,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Briar,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Yone,MIDDLE,,bronze
Pantheon,MIDDLE,,bronze
,,,bronze
,,,bronze
Yone,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Lucian,MIDDLE,,bronze
Ziggs,MIDDLE,,bronze
Irelia,MIDDLE,,bronze
Qiyana,MIDDLE,,bronze
Yasuo,MIDDLE,,bronze
Teemo,TOP,,bronze
Singed,TOP,,bronze
Morgana,UTILITY,,bronze
Morgana,UTILITY,,bronze
,,,bronze
,,,bronze
Rakan,UTILITY,,bronze
Morgana,UTILITY,,bronze
Morgana,UTILITY,,bronze
Morgana,UTILITY,,bronze
Jax,TOP,,bronze
Jax,TOP,,bronze
Irelia,TOP,,bronze
Volibear,TOP,,bronze
,,,bronze
Samira,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Sylas,MIDDLE,,bronze
Ryze,TOP,,bronze
KSante,TOP,,bronze
Ziggs,BOTTOM,,bronze
Kaisa,BOTTOM,,bronze
Camille,TOP,,bronze
JarvanIV,JUNGLE,,bronze
Ryze,MIDDLE,,bronze
Kaisa,BOTTOM,,bronze
Ryze,TOP,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Vi,JUNGLE,,bronze
Viktor,MIDDLE,,bronze
Fizz,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
Viktor,MIDDLE,,bronze
Talon,MIDDLE,,bronze
Khazix,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Lux,UTILITY,,bronze
Lux,UTILITY,,bronze
Lux,UTILITY,,bronze
,,,bronze
,,,bronze
Illaoi,TOP,,bronze
Varus,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
Varus,BOTTOM,,bronze
Sivir,BOTTOM,,bronze
Twitch,BOTTOM,,bronze
,,,bronze
,,,bronze
Twitch,BOTTOM,,bronze
Caitlyn,BOTTOM,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Yuumi,UTILITY,,bronze
Yuumi,UTILITY,,bronze
,,,bronze
,,,bronze
Yuumi,UTILITY,,bronze
Lux,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Zyra,UTILITY,,bronze
Zyra,UTILITY,,bronze
Neeko,UTILITY,,bronze
Warwick,JUNGLE,,bronze
Warwick,JUNGLE,,bronze
Warwick,JUNGLE,,bronze
Warwick,JUNGLE,,bronze
Volibear,JUNGLE,,bronze
Warwick,JUNGLE,,bronze
Warwick,JUNGLE,,bronze
Kaisa,BOTTOM,,bronze
Tryndamere,TOP,,bronze
KSante,TOP,,bronze
Urgot,TOP,,bronze
Gangplank,TOP,,bronze
Ekko,MIDDLE,,bronze
Sylas,MIDDLE,,bronze
Sylas,MIDDLE,,bronze
Caitlyn,BOTTOM,,bronze
Ezreal,BOTTOM,,bronze
Urgot,TOP,,bronze
Illaoi,TOP,,bronze
Jax,TOP,,bronze
Senna,UTILITY,,bronze
Garen,TOP,,bronze
Tryndamere,TOP,,bronze
,,,bronze
Malphite,TOP,,bronze
Swain,UTILITY,,bronze
Swain,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Warwick,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Kayn,JUNGLE,,bronze
Khazix,JUNGLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Poppy,TOP,,bronze
,,,bronze
Ahri,MIDDLE,,bronze
Ahri,MIDDLE,,bronze
Irelia,MIDDLE,,bronze
Ahri,MIDDLE,,bronze
Ahri,MIDDLE,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
Xerath,UTILITY,,bronze
Xerath,UTILITY,,bronze
Galio,UTILITY,,bronze
Xerath,UTILITY,,bronze
Xerath,UTILITY,,bronze
Xerath,UTILITY,,bronze
TahmKench,UTILITY,,bronze
Xerath,UTILITY,,bronze
Galio,UTILITY,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
,,,bronze
