champion,position,0,rank
Anivia,MIDDLE,,gold
,,,gold
Ezreal,BOTTOM,,gold
Ashe,BOTTOM,,gold
Vayne,BOTTOM,,gold
Caitlyn,BOTTOM,,gold
Vayne,BOTTOM,,gold
Ziggs,BOTTOM,,gold
Nilah,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Garen,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Kayn,JUNGLE,,gold
Kayn,JUNGLE,,gold
Kayn,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Nami,UTILITY,,gold
Soraka,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Darius,TOP,,gold
Malphite,TOP,,gold
Sion,TOP,,gold
Quinn,TOP,,gold
Sion,TOP,,gold
Darius,TOP,,gold
Quinn,TOP,,gold
Malphite,TOP,,gold
Sett,TOP,,gold
Malphite,TOP,,gold
,,,gold
,,,gold
Ashe,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
Ashe,BOTTOM,,gold
Jinx,BOTTOM,,gold
Ashe,BOTTOM,,gold
Ashe,BOTTOM,,gold
Singed,TOP,,gold
Singed,TOP,,gold
Singed,JUNGLE,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Rumble,TOP,,gold
Viego,JUNGLE,,gold
Zoe,MIDDLE,,gold
Akshan,BOTTOM,,gold
Poppy,JUNGLE,,gold
Ezreal,BOTTOM,,gold
Poppy,JUNGLE,,gold
Poppy,JUNGLE,,gold
Poppy,JUNGLE,,gold
Ezreal,BOTTOM,,gold
Zoe,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Janna,UTILITY,,gold
,,,gold
Twitch,BOTTOM,,gold
Ashe,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Twitch,BOTTOM,,gold
Kennen,BOTTOM,,gold
Ashe,BOTTOM,,gold
Jinx,BOTTOM,,gold
,,,gold
Sivir,BOTTOM,,gold
,,,gold
,,,gold
Kaisa,BOTTOM,,gold
Thresh,BOTTOM,,gold
Varus,BOTTOM,,gold
,,,gold
,,,gold
Sion,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Ezreal,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Ezreal,BOTTOM,,gold
,,,gold
,,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,TOP,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Aatrox,TOP,,gold
Renekton,TOP,,gold
Darius,TOP,,gold
Xayah,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Sivir,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Varus,BOTTOM,,gold
Varus,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Nasus,TOP,,gold
Ekko,MIDDLE,,gold
Vladimir,MIDDLE,,gold
Vladimir,MIDDLE,,gold
Volibear,TOP,,gold
Vladimir,MIDDLE,,gold
Vladimir,MIDDLE,,gold
Vladimir,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Aphelios,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
Nunu,JUNGLE,,gold
TahmKench,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
JarvanIV,MIDDLE,,gold
JarvanIV,MIDDLE,,gold
JarvanIV,MIDDLE,,gold
Naafiri,MIDDLE,,gold
Malphite,MIDDLE,,gold
Kassadin,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Aatrox,TOP,,gold
Talon,MIDDLE,,gold
Garen,TOP,,gold
Garen,TOP,,gold
Aatrox,TOP,,gold
Garen,TOP,,gold
Aatrox,TOP,,gold
Aatrox,TOP,,gold
Aatrox,TOP,,gold
Veigar,MIDDLE,,gold
Zed,MIDDLE,,gold
Pantheon,MIDDLE,,gold
MissFortune,BOTTOM,,gold
Ziggs,BOTTOM,,gold
Ziggs,BOTTOM,,gold
Morgana,JUNGLE,,gold
Fizz,MIDDLE,,gold
Fizz,MIDDLE,,gold
Fizz,MIDDLE,,gold
,,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
Riven,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Kaisa,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Kaisa,BOTTOM,,gold
,,,gold
,,,gold
Zeri,BOTTOM,,gold
Lucian,BOTTOM,,gold
Ashe,BOTTOM,,gold
Sion,TOP,,gold
Sion,TOP,,gold
Sion,TOP,,gold
Ahri,MIDDLE,,gold
Ahri,MIDDLE,,gold
Ahri,MIDDLE,,gold
Ahri,MIDDLE,,gold
Syndra,MIDDLE,,gold
,,,gold
Tryndamere,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Gwen,TOP,,gold
Riven,TOP,,gold
,,,gold
,,,gold
,,,gold
Riven,TOP,,gold
Aatrox,TOP,,gold
Renekton,TOP,,gold
Gnar,TOP,,gold
,,,gold
,,,gold
,,,gold
Olaf,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Zilean,UTILITY,,gold
Leona,UTILITY,,gold
,,,gold
Heimerdinger,MIDDLE,,gold
Yasuo,TOP,,gold
Blitzcrank,UTILITY,,gold
Yuumi,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Ezreal,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
,,,gold
,,,gold
Zyra,UTILITY,,gold
Zed,MIDDLE,,gold
Talon,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,JUNGLE,,gold
Zed,JUNGLE,,gold
Talon,MIDDLE,,gold
Zed,MIDDLE,,gold
Zed,JUNGLE,,gold
Zed,JUNGLE,,gold
Zed,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
Briar,JUNGLE,,gold
Briar,JUNGLE,,gold
,,,gold
,,,gold
Lillia,JUNGLE,,gold
Briar,JUNGLE,,gold
Briar,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
LeeSin,JUNGLE,,gold
MissFortune,BOTTOM,,gold
Kaisa,BOTTOM,,gold
MissFortune,BOTTOM,,gold
,,,gold
,,,gold
Ezreal,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Sivir,BOTTOM,,gold
,,,gold
,,,gold
Sylas,MIDDLE,,gold
Ezreal,BOTTOM,,gold
Vayne,BOTTOM,,gold
Kalista,BOTTOM,,gold
Vayne,BOTTOM,,gold
Graves,MIDDLE,,gold
,,,gold
Graves,MIDDLE,,gold
Maokai,TOP,,gold
Jax,TOP,,gold
,,,gold
Yorick,TOP,,gold
Swain,MIDDLE,,gold
JarvanIV,JUNGLE,,gold
Shen,TOP,,gold
,,,gold
,,,gold
Camille,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Xerath,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Seraphine,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Thresh,UTILITY,,gold
Blitzcrank,UTILITY,,gold
Thresh,UTILITY,,gold
Blitzcrank,UTILITY,,gold
Ekko,JUNGLE,,gold
Taliyah,UTILITY,,gold
,,,gold
Udyr,JUNGLE,,gold
Udyr,TOP,,gold
Udyr,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Darius,TOP,,gold
Irelia,TOP,,gold
Renekton,TOP,,gold
Renekton,TOP,,gold
Sion,TOP,,gold
Sion,TOP,,gold
Gangplank,TOP,,gold
Gangplank,TOP,,gold
Pantheon,TOP,,gold
Chogath,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Illaoi,TOP,,gold
Sion,TOP,,gold
Mordekaiser,TOP,,gold
Ashe,BOTTOM,,gold
Volibear,TOP,,gold
Illaoi,TOP,,gold
Sion,TOP,,gold
Sion,TOP,,gold
Sion,TOP,,gold
Quinn,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Rumble,TOP,,gold
Ziggs,MIDDLE,,gold
Malzahar,MIDDLE,,gold
Ziggs,MIDDLE,,gold
Malzahar,MIDDLE,,gold
Malzahar,MIDDLE,,gold
Ziggs,MIDDLE,,gold
Orianna,MIDDLE,,gold
Morgana,MIDDLE,,gold
Malzahar,MIDDLE,,gold
Lulu,UTILITY,,gold
Seraphine,UTILITY,,gold
Lux,UTILITY,,gold
Lux,UTILITY,,gold
Karma,UTILITY,,gold
,,,gold
Lux,UTILITY,,gold
Lux,UTILITY,,gold
,,,gold
Lux,UTILITY,,gold
Illaoi,TOP,,gold
Mordekaiser,TOP,,gold
Illaoi,TOP,,gold
Illaoi,TOP,,gold
Zilean,UTILITY,,gold
Illaoi,TOP,,gold
Illaoi,TOP,,gold
Illaoi,TOP,,gold
Mordekaiser,TOP,,gold
Illaoi,TOP,,gold
KogMaw,BOTTOM,,gold
Tristana,BOTTOM,,gold
Jax,JUNGLE,,gold
Tristana,BOTTOM,,gold
Malphite,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Thresh,UTILITY,,gold
Blitzcrank,UTILITY,,gold
,,,gold
,,,gold
Katarina,TOP,,gold
Katarina,MIDDLE,,gold
Katarina,MIDDLE,,gold
Katarina,MIDDLE,,gold
Katarina,MIDDLE,,gold
LeeSin,BOTTOM,,gold
Soraka,UTILITY,,gold
Karma,UTILITY,,gold
Karma,UTILITY,,gold
Karma,UTILITY,,gold
Morgana,UTILITY,,gold
Lux,UTILITY,,gold
Nami,UTILITY,,gold
Morgana,UTILITY,,gold
Nami,UTILITY,,gold
,,,gold
Hecarim,JUNGLE,,gold
Hecarim,JUNGLE,,gold
Garen,TOP,,gold
Garen,TOP,,gold
Nasus,TOP,,gold
,,,gold
,,,gold
,,,gold
Hecarim,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
JarvanIV,JUNGLE,,gold
,,,gold
,,,gold
JarvanIV,JUNGLE,,gold
JarvanIV,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Lux,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Senna,UTILITY,,gold
Lux,MIDDLE,,gold
,,,gold
,,,gold
Syndra,MIDDLE,,gold
Ahri,MIDDLE,,gold
Fizz,MIDDLE,,gold
Akali,MIDDLE,,gold
LeeSin,JUNGLE,,gold
,,,gold
,,,gold
Kaisa,BOTTOM,,gold
Tristana,MIDDLE,,gold
Tristana,MIDDLE,,gold
Tristana,MIDDLE,,gold
Kaisa,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
Caitlyn,BOTTOM,,gold
Kaisa,UTILITY,,gold
Kaisa,BOTTOM,,gold
Caitlyn,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Caitlyn,BOTTOM,,gold
Varus,BOTTOM,,gold
Jinx,BOTTOM,,gold
Caitlyn,BOTTOM,,gold
,,,gold
Jinx,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
Nidalee,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
Diana,JUNGLE,,gold
,,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
,,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
Syndra,MIDDLE,,gold
,,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
,,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Zyra,UTILITY,,gold
Heimerdinger,UTILITY,,gold
Yasuo,TOP,,gold
Ezreal,BOTTOM,,gold
Yone,MIDDLE,,gold
Aatrox,TOP,,gold
Zed,MIDDLE,,gold
Zed,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Evelynn,JUNGLE,,gold
Evelynn,JUNGLE,,gold
Olaf,JUNGLE,,gold
Evelynn,JUNGLE,,gold
Evelynn,JUNGLE,,gold
Evelynn,JUNGLE,,gold
Evelynn,JUNGLE,,gold
Olaf,JUNGLE,,gold
,,,gold
Evelynn,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Ziggs,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Blitzcrank,UTILITY,,gold
,,,gold
Blitzcrank,UTILITY,,gold
Thresh,UTILITY,,gold
Thresh,UTILITY,,gold
Alistar,UTILITY,,gold
Urgot,TOP,,gold
Teemo,TOP,,gold
Teemo,TOP,,gold
,,,gold
Garen,TOP,,gold
Volibear,TOP,,gold
Volibear,TOP,,gold
Malphite,TOP,,gold
Volibear,TOP,,gold
Garen,TOP,,gold
Volibear,TOP,,gold
,,,gold
Garen,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Akali,MIDDLE,,gold
Seraphine,UTILITY,,gold
Viego,JUNGLE,,gold
Yasuo,TOP,,gold
Akali,TOP,,gold
DrMundo,TOP,,gold
Aatrox,TOP,,gold
DrMundo,TOP,,gold
Irelia,TOP,,gold
Aatrox,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Qiyana,MIDDLE,,gold
Akali,MIDDLE,,gold
Sylas,MIDDLE,,gold
Qiyana,MIDDLE,,gold
Zed,MIDDLE,,gold
Akali,MIDDLE,,gold
Qiyana,MIDDLE,,gold
,,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
,,,gold
,,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
Nami,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Draven,BOTTOM,,gold
Draven,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Draven,BOTTOM,,gold
Ezreal,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Kassadin,MIDDLE,,gold
TwistedFate,MIDDLE,,gold
,,,gold
Kled,TOP,,gold
Tryndamere,TOP,,gold
Udyr,JUNGLE,,gold
Shaco,JUNGLE,,gold
Shaco,JUNGLE,,gold
,,,gold
Illaoi,TOP,,gold
Vladimir,TOP,,gold
,,,gold
Illaoi,TOP,,gold
Rammus,TOP,,gold
Illaoi,TOP,,gold
,,,gold
Illaoi,TOP,,gold
,,,gold
,,,gold
,,,gold
Orianna,MIDDLE,,gold
Rakan,UTILITY,,gold
Braum,UTILITY,,gold
Graves,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
Garen,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Tryndamere,TOP,,gold
Garen,TOP,,gold
,,,gold
,,,gold
,,,gold
Garen,TOP,,gold
Garen,TOP,,gold
Garen,TOP,,gold
Trundle,JUNGLE,,gold
Garen,TOP,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Swain,UTILITY,,gold
Galio,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Kaisa,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Aphelios,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Aphelios,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Ezreal,BOTTOM,,gold
Kaisa,BOTTOM,,gold
Aphelios,BOTTOM,,gold
,,,gold
Warwick,JUNGLE,,gold
Warwick,JUNGLE,,gold
,,,gold
,,,gold
Amumu,JUNGLE,,gold
Amumu,JUNGLE,,gold
Amumu,JUNGLE,,gold
Amumu,JUNGLE,,gold
Amumu,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Yone,TOP,,gold
,,,gold
Ezreal,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Azir,MIDDLE,,gold
Yone,MIDDLE,,gold
Azir,MIDDLE,,gold
Kaisa,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Twitch,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
Briar,JUNGLE,,gold
,,,gold
Ekko,JUNGLE,,gold
Yasuo,MIDDLE,,gold
Ekko,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
Yasuo,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Yasuo,MIDDLE,,gold
Rammus,JUNGLE,,gold
Nocturne,JUNGLE,,gold
Rammus,JUNGLE,,gold
,,,gold
,,,gold
,,,gold
Akali,MIDDLE,,gold
Sylas,JUNGLE,,gold
Irelia,MIDDLE,,gold
Irelia,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Katarina,MIDDLE,,gold
,,,gold
,,,gold
Katarina,MIDDLE,,gold
Katarina,MIDDLE,,gold
Katarina,MIDDLE,,gold
Fiora,TOP,,gold
Katarina,MIDDLE,,gold
Talon,MIDDLE,,gold
Sivir,BOTTOM,,gold
Ashe,BOTTOM,,gold
Ashe,BOTTOM,,gold
Ashe,BOTTOM,,gold
Xayah,BOTTOM,,gold
Sivir,BOTTOM,,gold
Xayah,BOTTOM,,gold
Sivir,BOTTOM,,gold
Sivir,BOTTOM,,gold
Sivir,BOTTOM,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Neeko,MIDDLE,,gold
MissFortune,MIDDLE,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
Darius,TOP,,gold
Jax,TOP,,gold
Chogath,TOP,,gold
,,,gold
,,,gold
Sett,TOP,,gold
Sett,TOP,,gold
Amumu,UTILITY,,gold
Swain,UTILITY,,gold
Swain,UTILITY,,gold
Morgana,UTILITY,,gold
Morgana,UTILITY,,gold
Zilean,UTILITY,,gold
Maokai,UTILITY,,gold
Swain,UTILITY,,gold
Rammus,UTILITY,,gold
Senna,UTILITY,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
,,,gold
